Currency,Contract,Type,Direction,Quantity,Position,Filled Price,Funding,Fee Paid,Cash Flow,Change,Wallet Balance,Action,Time
GRT,,--,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00982000000000000000,-0.00982000000000000000,0.00000000000000000000,--,2024-06-07 12:12:32
MNT,,--,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00275805000000000000,0.00275805000000000000,0.01466108000000000000,--,2024-06-07 12:12:32
MNT,,--,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.01190303000000000000,0.01190303000000000000,0.01190303000000000000,--,2024-06-07 12:12:32
THETA,,--,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00571000000000000000,-0.00571000000000000000,14.27000000000000000000,--,2024-06-07 12:12:32
CHZ,CHZUSDT,TRADE,BUY,173.67000000000000000000,0.00000000000000000000,0.14570000000000000000,0.00000000000000000000,-0.17367000000000000000,173.67000000000000000000,173.49633000000000000000,207.74205000000000000000,--,2024-06-04 11:40:07
USDT,CHZUSDT,TRADE,BUY,-25.30371900000000000000,0.00000000000000000000,0.14570000000000000000,0.00000000000000000000,0.00000000000000000000,-25.30371900000000000000,-25.30371900000000000000,0.00095675200000000000,--,2024-06-04 11:40:07
CHZ,CHZUSDT,TRADE,BUY,34.28000000000000000000,0.00000000000000000000,0.14570000000000000000,0.00000000000000000000,-0.03428000000000000000,34.28000000000000000000,34.24572000000000000000,34.24572000000000000000,--,2024-06-04 11:39:55
USDT,CHZUSDT,TRADE,BUY,-4.99459600000000000000,0.00000000000000000000,0.14570000000000000000,0.00000000000000000000,0.00000000000000000000,-4.99459600000000000000,-4.99459600000000000000,25.30467575200000000000,--,2024-06-04 11:39:55
W,WUSDT,TRADE,SELL,-0.01000000000000000000,0.00000000000000000000,0.68400000000000000000,0.00000000000000000000,0.00000000000000000000,-0.01000000000000000000,-0.01000000000000000000,0.00072000000000000000,--,2024-06-04 00:25:16
USDT,WUSDT,TRADE,SELL,0.00684000000000000000,0.00000000000000000000,0.68400000000000000000,0.00000000000000000000,-0.00000684000000000000,0.00684000000000000000,0.00683316000000000000,30.29927175200000000000,--,2024-06-04 00:25:16
W,WUSDT,TRADE,SELL,-44.33000000000000000000,0.00000000000000000000,0.68400000000000000000,0.00000000000000000000,0.00000000000000000000,-44.33000000000000000000,-44.33000000000000000000,0.01072000000000000000,--,2024-06-04 00:25:16
USDT,WUSDT,TRADE,SELL,30.32172000000000000000,0.00000000000000000000,0.68400000000000000000,0.00000000000000000000,-0.03032172000000000000,30.32172000000000000000,30.29139828000000000000,30.29243859200000000000,--,2024-06-04 00:25:16
STRK,STRKUSDT,TRADE,BUY,29.53000000000000000000,0.00000000000000000000,1.21100000000000000000,0.00000000000000000000,-0.02953000000000000000,29.53000000000000000000,29.50047000000000000000,51.26868000000000000000,--,2024-06-02 09:11:06
USDT,STRKUSDT,TRADE,BUY,-35.76083000000000000000,0.00000000000000000000,1.21100000000000000000,0.00000000000000000000,0.00000000000000000000,-35.76083000000000000000,-35.76083000000000000000,0.00104031200000000000,--,2024-06-02 09:11:06
STRK,STRKUSDT,TRADE,BUY,21.79000000000000000000,0.00000000000000000000,1.21100000000000000000,0.00000000000000000000,-0.02179000000000000000,21.79000000000000000000,21.76821000000000000000,21.76821000000000000000,--,2024-06-02 09:11:06
USDT,STRKUSDT,TRADE,BUY,-26.38769000000000000000,0.00000000000000000000,1.21100000000000000000,0.00000000000000000000,0.00000000000000000000,-26.38769000000000000000,-26.38769000000000000000,35.76187031200000000000,--,2024-06-02 09:11:06
PORTAL,PORTALUSDT,TRADE,SELL,-59.07000000000000000000,0.00000000000000000000,0.97000000000000000000,0.00000000000000000000,0.00000000000000000000,-59.07000000000000000000,-59.07000000000000000000,0.00087000000000000000,--,2024-06-02 06:14:53
USDT,PORTALUSDT,TRADE,SELL,57.29790000000000000000,0.00000000000000000000,0.97000000000000000000,0.00000000000000000000,-0.05729790000000000000,57.29790000000000000000,57.24060210000000000000,62.14956031200000000000,--,2024-06-02 06:14:53
USDT,,TRANSFER_IN,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,3.50000000000000000000,3.50000000000000000000,4.90895821200000000000,--,2024-05-30 09:11:30
USDT,,TRANSFER_OUT,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-3.50000000000000000000,-3.50000000000000000000,1.40895821200000000000,--,2024-05-29 10:37:03
HBAR,HBARUSDT,TRADE,BUY,268.90000000000000000000,0.00000000000000000000,0.10542000000000000000,0.00000000000000000000,-0.26890000000000000000,268.90000000000000000000,268.63110000000000000000,547.06239000000000000000,--,2024-05-28 11:27:31
USDT,HBARUSDT,TRADE,BUY,-28.34743800000000000000,0.00000000000000000000,0.10542000000000000000,0.00000000000000000000,0.00000000000000000000,-28.34743800000000000000,-28.34743800000000000000,4.90895821200000000000,--,2024-05-28 11:27:31
HBAR,HBARUSDT,TRADE,BUY,15.67000000000000000000,0.00000000000000000000,0.10542000000000000000,0.00000000000000000000,-0.01567000000000000000,15.67000000000000000000,15.65433000000000000000,278.43129000000000000000,--,2024-05-28 11:27:09
USDT,HBARUSDT,TRADE,BUY,-1.65193140000000000000,0.00000000000000000000,0.10542000000000000000,0.00000000000000000000,0.00000000000000000000,-1.65193140000000000000,-1.65193140000000000000,33.25639621200000000000,--,2024-05-28 11:27:09
EXVG,EXVGUSDT,TRADE,BUY,200.00000000000000000000,0.00000000000000000000,0.15116000000000000000,0.00000000000000000000,-0.20000000000000000000,200.00000000000000000000,199.80000000000000000000,199.80000000000000000000,--,2024-05-27 14:46:32
USDT,EXVGUSDT,TRADE,BUY,-30.23200000000000000000,0.00000000000000000000,0.15116000000000000000,0.00000000000000000000,0.00000000000000000000,-30.23200000000000000000,-30.23200000000000000000,34.90832761200000000000,--,2024-05-27 14:46:32
W,WUSDT,TRADE,SELL,-44.85000000000000000000,0.00000000000000000000,0.60900000000000000000,0.00000000000000000000,0.00000000000000000000,-44.85000000000000000000,-44.85000000000000000000,44.34072000000000000000,--,2024-05-27 13:30:12
USDT,WUSDT,TRADE,SELL,27.31365000000000000000,0.00000000000000000000,0.60900000000000000000,0.00000000000000000000,-0.02731365000000000000,27.31365000000000000000,27.28633635000000000000,65.14032761200000000000,--,2024-05-27 13:30:12
PORTAL,PORTALUSDT,TRADE,BUY,0.01000000000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,-0.00001000000000000000,0.01000000000000000000,0.00999000000000000000,59.07087000000000000000,--,2024-05-25 10:29:53
USDT,PORTALUSDT,TRADE,BUY,-0.00845500000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00845500000000000000,-0.00845500000000000000,37.85399126200000000000,--,2024-05-25 10:29:53
PORTAL,PORTALUSDT,TRADE,BUY,16.57000000000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,-0.01657000000000000000,16.57000000000000000000,16.55343000000000000000,59.06088000000000000000,--,2024-05-25 10:29:53
USDT,PORTALUSDT,TRADE,BUY,-14.00993500000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,0.00000000000000000000,-14.00993500000000000000,-14.00993500000000000000,37.86244626200000000000,--,2024-05-25 10:29:53
PORTAL,PORTALUSDT,TRADE,BUY,31.36000000000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,-0.03136000000000000000,31.36000000000000000000,31.32864000000000000000,42.50745000000000000000,--,2024-05-25 10:29:50
USDT,PORTALUSDT,TRADE,BUY,-26.51488000000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,0.00000000000000000000,-26.51488000000000000000,-26.51488000000000000000,51.87238126200000000000,--,2024-05-25 10:29:50
PORTAL,PORTALUSDT,TRADE,BUY,11.19000000000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,-0.01119000000000000000,11.19000000000000000000,11.17881000000000000000,11.17881000000000000000,--,2024-05-25 10:29:50
USDT,PORTALUSDT,TRADE,BUY,-9.46114500000000000000,0.00000000000000000000,0.84550000000000000000,0.00000000000000000000,0.00000000000000000000,-9.46114500000000000000,-9.46114500000000000000,78.38726126200000000000,--,2024-05-25 10:29:50
TNSR,TNSRUSDT,TRADE,SELL,-21.98000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-21.98000000000000000000,-21.98000000000000000000,21.97600000000000000000,--,2024-05-24 13:47:59
USDT,TNSRUSDT,TRADE,SELL,21.98000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,-0.02198000000000000000,21.98000000000000000000,21.95802000000000000000,87.84840626200000000000,--,2024-05-24 13:47:59
W,WUSDT,TRADE,BUY,0.01000000000000000000,0.00000000000000000000,0.55810000000000000000,0.00000000000000000000,-0.00001000000000000000,0.01000000000000000000,0.00999000000000000000,89.19072000000000000000,--,2024-05-22 12:08:01
USDT,WUSDT,TRADE,BUY,-0.00558100000000000000,0.00000000000000000000,0.55810000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00558100000000000000,-0.00558100000000000000,65.89038626200000000000,--,2024-05-22 12:08:01
W,WUSDT,TRADE,BUY,89.27000000000000000000,0.00000000000000000000,0.55810000000000000000,0.00000000000000000000,-0.08927000000000000000,89.27000000000000000000,89.18073000000000000000,89.18073000000000000000,--,2024-05-22 12:08:01
USDT,WUSDT,TRADE,BUY,-49.82158700000000000000,0.00000000000000000000,0.55810000000000000000,0.00000000000000000000,0.00000000000000000000,-49.82158700000000000000,-49.82158700000000000000,65.89596726200000000000,--,2024-05-22 12:08:01
USDT,,TRANSFER_IN,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,103.87350000000000000000,103.87350000000000000000,115.71755426200000000000,--,2024-05-22 12:06:14
THETA,THETAUSDT,TRADE,BUY,3.44000000000000000000,0.00000000000000000000,2.48700000000000000000,0.00000000000000000000,-0.00344000000000000000,3.44000000000000000000,3.43656000000000000000,14.27571000000000000000,--,2024-05-21 06:07:59
USDT,THETAUSDT,TRADE,BUY,-8.55528000000000000000,0.00000000000000000000,2.48700000000000000000,0.00000000000000000000,0.00000000000000000000,-8.55528000000000000000,-8.55528000000000000000,11.84405426200000000000,--,2024-05-21 06:07:59
THETA,THETAUSDT,TRADE,BUY,10.85000000000000000000,0.00000000000000000000,2.48700000000000000000,0.00000000000000000000,-0.01085000000000000000,10.85000000000000000000,10.83915000000000000000,10.83915000000000000000,--,2024-05-21 06:07:47
USDT,THETAUSDT,TRADE,BUY,-26.98395000000000000000,0.00000000000000000000,2.48700000000000000000,0.00000000000000000000,0.00000000000000000000,-26.98395000000000000000,-26.98395000000000000000,20.39933426200000000000,--,2024-05-21 06:07:47
USDT,,TRANSFER_IN,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,15.04850000000000000000,15.04850000000000000000,47.38328426200000000000,--,2024-05-21 06:00:49
ETHFI,ETHFIUSDT,TRADE,BUY,0.01000000000000000000,0.00000000000000000000,4.12200000000000000000,0.00000000000000000000,-0.00001000000000000000,0.01000000000000000000,0.00999000000000000000,15.34205000000000000000,--,2024-05-20 22:25:32
USDT,ETHFIUSDT,TRADE,BUY,-0.04122000000000000000,0.00000000000000000000,4.12200000000000000000,0.00000000000000000000,0.00000000000000000000,-0.04122000000000000000,-0.04122000000000000000,32.33478426200000000000,--,2024-05-20 22:25:32
ETHFI,ETHFIUSDT,TRADE,BUY,11.99000000000000000000,0.00000000000000000000,4.12200000000000000000,0.00000000000000000000,-0.01199000000000000000,11.99000000000000000000,11.97801000000000000000,15.33206000000000000000,--,2024-05-20 22:24:36
USDT,ETHFIUSDT,TRADE,BUY,-49.42278000000000000000,0.00000000000000000000,4.12200000000000000000,0.00000000000000000000,0.00000000000000000000,-49.42278000000000000000,-49.42278000000000000000,32.37600426200000000000,--,2024-05-20 22:24:36
OP,OPUSDT,TRADE,SELL,-11.98000000000000000000,0.00000000000000000000,2.90000000000000000000,0.00000000000000000000,0.00000000000000000000,-11.98000000000000000000,-11.98000000000000000000,0.00100000000000000000,--,2024-05-20 22:00:05
USDT,OPUSDT,TRADE,SELL,34.74200000000000000000,0.00000000000000000000,2.90000000000000000000,0.00000000000000000000,-0.03474200000000000000,34.74200000000000000000,34.70725800000000000000,81.79878426200000000000,--,2024-05-20 22:00:05
